inn,name,region,okved,status_Действующая организация,status_Деятельность прекращена,status_Процесс банкротства,status_Процесс исключения,status_Процесс реорганизации,status_Стадия ликвидации,Закупки,2020,2021,2022,2023,2024,2025,СумНедоим,СумДолг,ОстЗадолж,2021_1100_СумОтч,2021_1100_СумПред,2021_2110_СумОтч,2021_2110_СумПред,2021_2200_СумОтч,2021_2200_СумПред,2022_1100_СумОтч,2022_1100_СумПред,2022_2110_СумОтч,2022_2110_СумПред,2022_2200_СумОтч,2022_2200_СумПред,2023_1100_СумОтч,2023_1100_СумПред,2023_2110_СумОтч,2023_2110_СумПред,2023_2200_СумОтч,2023_2200_СумПред,2024_1100_СумОтч,2024_1100_СумПред,2024_2110_СумОтч,2024_2110_СумПред,2024_2200_СумОтч,2024_2200_СумПред,2025_1100_СумОтч,2025_1100_СумПред,2025_2110_СумОтч,2025_2110_СумПред,2025_2200_СумОтч,2025_2200_СумПред
7706597141,"ООО ""ГОРНАЯ ТЕХНИКА""",96,615,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9671000,0,875558000,1246750000,-17151000,9130000,116426000,0,1300736000,875558000,-3462000,-17151000,86810000,0,763444000,1300736000,8567000,-3462000,54427000,0,980585000,763444000,3462000,8567000,0,0,0,0,0,0
6163150853,"ООО ПК ""РСК""",145,638,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89178000,0,636894000,443255000,134763000,202492000,72442000,0,119213000,636894000,-64568000,134763000,49330000,0,96079000,119213000,13730000,-64568000,62940000,0,35721000,96079000,-18088000,13730000,0,0,0,0,0,0
7106058927,"ООО ""ВИТАМЕД""",186,575,True,False,False,False,False,False,858359131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000,0,60852000,171363000,1622000,11757000,2069000,0,90412000,60852000,11897000,1622000,1752000,0,143133000,90412000,23321000,11897000,1783000,0,202530000,143133000,35786000,23321000,0,0,0,0,0,0
7713425464,"ООО ""ПРЕСТИЖ""",35,488,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,122535000,142236000,0,0,0,0,117459000,122535000,0,0,0,0,153914000,117459000,0,0,0,0,128409000,153914000,0,0,0,0,0,0,0,0
7728761758,"АО ""СИС""",96,661,True,False,False,False,False,False,1393672850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29197000,0,297229000,345393000,7945000,55803000,29076000,0,133436000,297229000,15047000,7945000,29071000,0,234517000,133436000,18721000,15047000,28566000,0,169002000,234517000,14465000,18721000,0,0,0,0,0,0
7203066641,"ООО ""СИБКОМПЛЕКТСЕРВИС""",189,641,True,False,False,False,False,False,114318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7903000,0,328641000,278434000,14711000,16671000,9429000,0,384053000,328641000,16338000,14711000,8695000,0,417610000,384053000,21585000,16338000,12744000,0,404688000,417610000,21637000,21585000,0,0,0,0,0,0
9709053859,"ООО ГК ""ВИВАМИЛК""",35,760,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0,0,165798000,140120000,0,0,0,0,138035000,165798000,0,0,0,0,148438000,138035000,0,0,0,0,165032000,148438000,0,0,0,0,0,0,0,0
2361014044,"ООО ""ПРИАЗОВЬЕ""",73,663,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,160692000,182239000,0,0,0,0,191387000,160692000,0,0,0,0,206919000,191387000,0,0,0,0,235604000,206919000,0,0,0,0,0,0,0,0
6830003136,"ООО ""ГРАНИТ-М""",175,378,True,False,False,False,False,False,8674264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99012000,0,450371000,426396000,22284000,23466000,133022000,0,383303000,450371000,14001000,22284000,123567000,0,595704000,383303000,15186000,14001000,127071000,0,455754000,595704000,22320000,15186000,0,0,0,0,0,0
7105521035,"ООО ""МЕТАЛЛИКА""",186,260,True,False,False,False,False,False,291463,0.0,0.0,0.0,0.0,0.0,0.0,93407974.19,27889923.14,27889923.14,4139000,0,318586000,211251000,1080000,-120000,2527000,0,739991000,318586000,4762000,1080000,1304000,0,793316000,739991000,1372000,4762000,1304000,0,48175000,793316000,-46937000,1372000,0,0,0,0,0,0
7802456337,"ООО ""СЕВЕРНЫЙ РЕНЕССАНС""",152,638,True,False,False,False,False,False,16374932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,771967000,364112000,0,0,0,0,724369000,771967000,0,0,0,0,436300000,724369000,0,0,0,0,472976000,436300000,0,0,0,0,0,0,0,0
2311065300,"ООО ""МОНАРХ К""",73,646,True,False,False,False,False,False,840440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642000,0,1337052000,1163186000,104872000,75499000,168075000,0,1394398000,1337052000,147134000,104872000,164795000,0,1480538000,1394398000,101655000,147134000,169160000,0,1565866000,1480538000,117774000,101655000,0,0,0,0,0,0
4345000312,"АО ""КИРОВХЛАДОКОМБИНАТ""",67,40,True,False,False,False,False,False,12956719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32937000,0,709425000,652837000,108718000,96718000,30646000,0,892654000,709425000,156704000,108718000,34094000,0,970124000,892654000,167911000,156704000,53750000,0,1178881000,970124000,204272000,167911000,0,0,0,0,0,0
6165142375,"ООО ""ФИЛД""",145,638,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5239000,0,976255000,711221000,28317000,51298000,3907000,0,689603000,976255000,67196000,28317000,521000,0,47370000,689603000,-5598000,67196000,500000,0,2691000,47370000,-267000,-5598000,0,0,0,0,0,0
6670248946,"ООО  ""ТСК ИНТЕРСИ""",164,632,True,False,False,False,False,False,66264982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99000,0,167963000,195781000,10248000,15868000,20000,0,419719000,167963000,19743000,10248000,8000,0,380220000,419719000,15185000,19743000,308000,0,118659000,380220000,774000,15185000,0,0,0,0,0,0
7536169026,"ООО ""АЗС-КОСМОНАВТОВ""",42,690,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,178206000,148057000,0,0,0,0,213903000,178206000,0,0,0,0,250801000,213903000,0,0,0,0,230525000,250801000,0,0,0,0,0,0,0,0
6316178947,"ООО ""АРГОТРАНС""",151,610,True,False,False,False,False,False,605207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256000,0,292178000,124540000,18977000,8964000,319000,0,313387000,292178000,28485000,18977000,549000,0,293084000,313387000,26432000,28485000,501000,0,265552000,293084000,11702000,26432000,0,0,0,0,0,0
7743565250,"ООО ""БЕРМОТОРС""",96,459,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185000,0,23548000,142731000,2690000,76396000,1752000,0,33452000,23548000,8405000,2690000,1604000,0,38169000,33452000,14346000,8405000,3172000,0,112479000,38169000,43044000,14346000,0,0,0,0,0,0
7327045490,"ООО ""УЗТИ""",192,235,True,False,False,False,False,False,137745545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,356173000,315941000,0,0,0,0,498023000,356173000,0,0,0,0,492976000,498023000,0,0,0,0,397830000,492976000,0,0,0,0,0,0,0,0
3245004382,"ООО ""СПЕЦСТРОЙФУНДАМЕНТ""",21,638,True,False,False,False,False,False,13923755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588000,0,154167000,131443000,13790000,9058000,6133000,0,168159000,154167000,11897000,13790000,2434000,0,179627000,168159000,8541000,11897000,12044000,0,203513000,179627000,7147000,8540000,0,0,0,0,0,0
7722183042,"АО ""ИНТЕРБУМАГА-С""",35,506,True,False,False,False,False,False,785548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8869000,0,320402000,255165000,6197000,9816000,0,0,313228000,320402000,0,0,0,0,347601000,313228000,0,0,0,0,321891000,347601000,0,0,0,0,0,0,0,0
5029120275,"ООО ""ССТЭНЕРГОМОНТАЖ""",99,341,True,False,False,False,False,False,684639295,0.0,0.0,0.0,0.0,0.0,0.0,59317838.83,0.0,0.0,912167000,0,2279471000,2170556000,124904000,235955000,774370000,0,1681429000,2279471000,159725000,124904000,685655000,0,1734586000,1681429000,160019000,162649000,648323000,0,2121638000,1734586000,219560000,160019000,0,0,0,0,0,0
6321413868,"ООО ""АККУМАЛЮКС РУС""",151,195,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254782000,0,651918000,473112000,69670000,87109000,254516000,0,721195000,651918000,143654000,69670000,306785000,0,1031461000,721195000,261407000,143654000,301967000,0,1163392000,1031461000,248063000,261407000,0,0,0,0,0,0
5024154111,"ООО ""МЭЙДЖОРТРЕЙДЭКСПЕРТ""",99,444,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,199836000,121584000,0,0,0,0,214575000,199836000,0,0,0,0,218622000,214575000,0,0,0,0,142262000,218622000,0,0,0,0,0,0,0,0
5406564631,"ООО ""РУСБЕЙКЕР""",111,518,False,False,False,False,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90389000,0,156496000,130388000,-3608000,811000,88308000,0,164262000,156496000,-269000,-3608000,87058000,0,151412000,164262000,2319000,-269000,87058000,0,175733000,151412000,1091000,2319000,0,0,0,0,0,0
7722646117,"ООО ""ИНДУСТРИЯ ЧИСТОТЫ СТОЛИЦА""",96,557,True,False,False,False,False,False,29548822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,449136000,562981000,12487000,31939000,0,0,154215000,449136000,3744000,12487000,0,0,56495000,154215000,-5682000,3744000,0,0,31397000,56495000,-1600000,-5682000,0,0,0,0,0,0
7731594994,"ООО ""ФАУНА""",99,661,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,179981000,155000000,0,0,0,0,172540000,179981000,0,0,0,0,167577000,172540000,0,0,0,0,169833000,167577000,0,0,0,0,0,0,0,0
5754200219,"ООО ""ОРМЕТ""",121,659,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4608000,0,3337556000,1368244000,18264000,17819000,3421000,0,1448613000,3337556000,16624000,18264000,2314000,0,2490847000,1448613000,23167000,16624000,1269000,0,1207932000,2490847000,3232000,23167000,0,0,0,0,0,0
6730087100,"ООО ""ФТ КОНТРАКТ""",170,660,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926000,0,421022000,274790000,6929000,6272000,9755000,0,424240000,421022000,15620000,6929000,7390000,0,431604000,424240000,20539000,15620000,5376000,0,292087000,431604000,9112000,20539000,0,0,0,0,0,0
3706015011,"ООО ""ПРОФМЕТ""",46,659,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24799000,0,310238000,170687000,2548000,3117000,12686000,0,171276000,310238000,1063000,2548000,22561000,0,267262000,171276000,-2360000,1063000,17284000,0,241695000,267262000,-9593000,-2360000,0,0,0,0,0,0
3906368695,"ООО ""БАЛТИЙСКАЯ ЗВЕЗДА""",52,419,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,1080149.17,0.0,0.0,219088000,0,1491125000,445087000,183611000,4825000,211396000,0,1363001000,1491125000,19680000,183611000,189963000,0,758538000,1363001000,75207000,19680000,170121000,0,948046000,758538000,37062000,75207000,0,0,0,0,0,0
1504032451,"АО ""РОКОС""",141,425,False,False,True,False,False,False,3449149,0.0,0.0,0.0,0.0,0.0,0.0,46879663.64,1000.0,1000.0,146345000,0,260392000,196066000,-55855000,-20052000,174044000,0,174715000,260392000,-36991000,-55855000,138988000,0,121479000,174715000,-60337000,-36991000,137908000,0,67745000,121479000,-28332000,-60337000,0,0,0,0,0,0
3810077617,"ООО ""ФП ШЕЛЕХОВ""",49,743,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,138289000,148129000,0,0,0,0,118618000,138289000,0,0,0,0,124852000,0,0,0,0,0,121361000,124852000,0,0,0,0,0,0,0,0
2630039610,"ООО ""СБСВ-КЛЮЧАВТО ХЕНДЭ КМВ""",73,447,False,True,False,False,False,False,213625124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68324000,0,1207048000,1067953000,-12433000,29510000,44051000,0,544179000,1207048000,1623000,-12433000,44636000,0,278664000,544179000,-825000,1623000,0,0,0,0,0,0,0,0,0,0,0,0
5027076479,"ООО ""МАЛАХОВСКИЙ МЯСОКОМБИНАТ""",99,11,True,False,False,False,False,False,2000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5454000,0,1710539000,1700675000,46975000,35106000,6753000,0,1392413000,1710539000,88422000,46975000,256766000,0,1209308000,1392413000,66641000,88422000,288526000,0,1621143000,1209308000,37905000,66641000,0,0,0,0,0,0
7811539082,"ООО ""ЭЛИТА-ПЕТЕРБУРГ""",153,506,True,False,False,False,False,False,65412423,0.0,0.0,0.0,0.0,0.0,0.0,27675784.58,0.0,0.0,11354000,0,559994000,514833000,365000,2701000,11016000,0,884367000,559994000,37044000,365000,11399000,0,900581000,884367000,-3109000,37044000,17614000,0,1798093000,900581000,181931000,-3109000,0,0,0,0,0,0
5003114573,"ООО ""УНИВЕРСАЛ МЕТИЗ""",99,635,True,False,False,False,False,False,37039872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,77577000,268722000,0,0,0,0,68805000,77577000,0,0,0,0,166475000,68805000,0,0,0,0,73356000,166475000,0,0,0,0,0,0,0,0
5003103483,"ООО ""ГОЛД ФЛАУРС""",99,515,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173000,0,443756000,299269000,12752000,7114000,138000,0,582261000,443756000,18241000,12752000,72000,0,995727000,582261000,17899000,18241000,52000,0,1301318000,995727000,36378000,17899000,0,0,0,0,0,0
2543076060,"ООО ""СВЕТЛАНА""",126,663,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,772828000,727960000,0,0,10293000,0,907301000,772828000,30105000,17253000,2424000,0,722492000,907301000,19753000,30105000,0,0,2600000,722492000,0,0,0,0,0,0,0,0
5321168950,"ООО ""КФ АПТЕКА""",108,731,False,True,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2814000,0,378541000,337331000,6999000,3054000,3079000,0,364806000,378541000,3182000,6999000,1524000,0,131139000,364806000,1045000,3182000,0,0,0,0,0,0,0,0,0,0,0,0
7814048075,"ООО ТФ ""АЛГА""",36,522,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,131562301.04,75961198.77,65332766.71,1278000,0,1029253000,1002770000,102540000,115727000,913000,0,1094709000,1029253000,157991000,102540000,2556000,0,1172433000,1094709000,150167000,158028000,1733000,0,347536000,1172433000,31846000,150181000,0,0,0,0,0,0
9729292492,"ООО ТК ""СТОЛИЦА СЫРА""",111,554,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,101568000,367499000,0,0,0,0,242962000,101568000,0,0,0,0,524471000,242962000,0,0,0,0,408585000,524471000,0,0,0,0,0,0,0,0
3810327546,"АО ""СИБИПОТЕКА""",49,731,True,False,False,False,False,False,54000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14548000,0,401033000,417566000,3529000,8535000,45824000,0,435380000,401033000,15179000,3529000,11987000,0,437381000,435380000,9455000,15179000,11558000,0,465562000,437381000,17892000,9455000,0,0,0,0,0,0
7460043278,"ООО ""ПУНТАЛ""",199,642,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154000,0,84509000,318349000,5708000,29863000,0,0,117681000,84509000,0,0,0,0,34617000,117681000,0,0,0,0,28625000,34617000,0,0,0,0,0,0,0,0
5902850365,"ООО ""АРСЕ""",125,731,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7904000,0,1349399000,859363000,-70490000,-11940000,419935000,0,1861379000,1349399000,9612000,-70490000,471128000,0,2053839000,1861379000,16237000,9612000,440557000,0,2344484000,2053839000,57656000,16237000,0,0,0,0,0,0
7728386176,"ООО ""ЦАРСКИЙ ВКУС""",96,48,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,3321847.7,0.0,0.0,0,0,236344000,189922000,0,0,0,0,252884000,236344000,0,0,0,0,247685000,252884000,0,0,0,0,335714000,247685000,0,0,0,0,0,0,0,0
6671072396,"ООО ПК ""КИТМАРКЕТ-ЕКАТЕРИНБУРГ""",164,644,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139000,0,299079000,155599000,3001000,1127000,8953000,0,439055000,299079000,14037000,3001000,18855000,0,491046000,439055000,18932000,14037000,31537000,0,425815000,491046000,17791000,18932000,0,0,0,0,0,0
3808137428,"ООО ""ИЗТМ-ВЭД""",49,661,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,266377000,170261000,6290000,5161000,0,0,218954000,266377000,17650000,6290000,0,0,438512000,218954000,7282000,17650000,0,0,565173000,438512000,10624000,7282000,0,0,0,0,0,0
1001333854,"ООО ""КМ-ЦЕНТР""",135,447,False,True,False,False,False,False,11647426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11329000,0,652401000,620946000,27368000,16759000,7331000,0,233704000,652401000,7930000,27368000,6549000,0,159456000,233704000,9957000,7930000,0,0,0,0,0,0,0,0,0,0,0,0
5032207173,"ООО  ""ШТАРКОМ""",98,222,True,False,False,False,False,False,64414416,0.0,0.0,0.0,0.0,0.0,0.0,17040674.55,0.0,0.0,305525000,0,1672254000,1067236000,47691000,10063000,399979000,0,2120319000,1672254000,15494000,47691000,313122000,0,1669202000,2120319000,25213000,15494000,275936000,0,1781914000,1669202000,38040000,25213000,0,0,0,0,0,0
3905067984,"ООО ""ГИАНТ-КЕРАМИКА""",53,700,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67400000,124230000,0,0,0,0,54817000,67400000,0,0,0,0,52441000,54817000,0,0,0,0,63152000,52441000,0,0,0,0,0,0,0,0
5214009264,"ООО ""МУКОМОЛЬНЫЙ КОМБИНАТ ""ВОЛОДАРСКИЙ""",106,43,False,False,True,False,False,False,69770039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338425000,0,1538898000,1368174000,87130000,41498000,318319000,0,1804803000,1538898000,177085000,87130000,302918000,0,1516793000,1804803000,238142000,177085000,365791000,0,1579693000,1516793000,159421000,238142000,0,0,0,0,0,0
7729769171,"ООО ""МОДУЛЬПРОМИНЖИНИРИНГ""",35,614,True,False,False,False,False,False,1527342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001000,0,791205000,665630000,71047000,81288000,1661000,0,412579000,791205000,44713000,71047000,1432000,0,413409000,412579000,51792000,44713000,1612000,0,1025776000,413409000,162941000,51792000,0,0,0,0,0,0
5752070050,"ООО ""ТРИТИКУМ-ГАРАНТ""",121,508,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18738000,0,269321000,329848000,2810000,6906000,11583000,0,160112000,269321000,478000,2810000,6448000,0,92391000,160112000,-457000,478000,1628000,0,0,92391000,-5660000,-457000,0,0,0,0,0,0
7802080204,"ООО""ВЭИ""",36,459,False,False,False,False,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,625333000,529551000,0,0,0,0,80529000,625333000,0,0,0,0,36755000,80529000,0,0,0,0,114406000,36755000,0,0,0,0,0,0,0,0
1660109253,"ООО ""АМКОДОР-БЕЛ""",142,614,True,False,False,False,False,False,1189879401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31870000,0,344392000,181872000,18541000,5542000,33684000,0,223897000,344392000,12972000,18541000,33593000,0,189226000,223897000,8882000,12972000,41950000,0,297567000,189226000,11461000,8882000,0,0,0,0,0,0
7727108169,"ООО ""СЕПТОРГ""",35,543,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,733774000,646762000,16776000,34945000,0,0,1608414000,733774000,96581000,16776000,0,0,1193452000,1608414000,46132000,96581000,0,0,876726000,1193452000,38215000,46132000,0,0,0,0,0,0
7727329016,"ООО ""БАРКАД""",96,661,False,False,True,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15806.0,5806.0,0,0,1043261000,906559000,8260000,7390000,4030000,0,1224113000,1043261000,15379000,8260000,2304000,0,823855000,1224113000,6061000,15379000,3945000,0,0,823855000,-11706000,6061000,0,0,0,0,0,0
5904088640,"ООО ""ТД ДЭМИ""",125,593,True,False,False,False,False,False,991020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48525000,0,159913000,143439000,-7087000,1494000,28377000,0,152751000,159913000,-26395000,-7087000,0,0,119721000,152751000,0,0,0,0,17547000,119721000,0,0,0,0,0,0,0,0
7453290251,"ООО  ""КЕРАМИКС""",199,570,False,False,False,False,False,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,324807000,248733000,0,0,0,0,486944000,324807000,0,0,0,0,519883000,486925000,0,0,0,0,283325000,519883000,0,0,0,0,0,0,0,0
7136007711,"ООО""ЦЕНТРНАСОССЕРВИС""",186,273,True,False,False,False,False,False,60340049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20075000,0,320031000,243578000,66921000,58166000,167138000,0,519607000,320031000,234598000,66921000,258057000,0,858033000,519607000,362900000,234598000,360317000,0,1108495000,858033000,544909000,362900000,0,0,0,0,0,0
7722342790,"ООО ""НВК""",96,627,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,136357000,136027000,0,0,0,0,152769000,136357000,0,0,0,0,132438000,152769000,0,0,0,0,10351000,132438000,0,0,0,0,0,0,0,0
3702183689,"ООО ""ИВЭНЕРДЖИ""",45,661,True,False,False,False,False,False,50000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,139337000,153743000,2966000,2841000,0,0,142397000,139337000,5256000,2966000,0,0,136485000,142397000,4007000,5256000,0,0,148402000,136485000,2814000,4007000,0,0,0,0,0,0
5836670705,"ООО ""АВТО ОЙЛ""",106,625,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,91114000,0,692426000,829748000,-41058000,-32401000,58665000,0,712255000,692426000,-49295000,-41058000,40239000,0,369678000,712255000,-25456000,-49295000,92395000,0,512380000,369678000,8942000,-25456000,0,0,0,0,0,0
7751022579,"ООО ""БЕТОН-ПОТОК""",35,222,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,544.81,0.0,0.0,0,0,327609000,185984000,0,0,0,0,639454000,327609000,0,0,0,0,539693000,639454000,0,0,0,0,703951000,539693000,0,0,0,0,0,0,0,0
7703819893,"ООО ""ГЕЛИКОН ИНЖИНИРИНГ""",96,661,False,False,True,False,False,False,18381482,0.0,0.0,0.0,0.0,0.0,0.0,338370.85,0.0,0.0,2649000,0,1367378000,721306000,107683000,40619000,18254000,0,218115000,1367378000,-11874000,107683000,27972000,0,3720000,218115000,-5398000,-11874000,10000,0,0,3720000,-1927000,-5398000,0,0,0,0,0,0
7726674348,"ООО ""РТМ""",35,638,False,False,True,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3032000,0,267663000,177295000,5059000,-13798000,5651000,0,559850000,267663000,19168000,5059000,1274000,0,618555000,559850000,20227000,19168000,672000,0,13281000,618555000,5346000,20227000,0,0,0,0,0,0
7716050936,"ООО ""ИНИЦИАТИВА""",148,335,True,False,False,False,False,False,22434118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,217431000,149634000,0,0,0,0,174115000,217431000,0,0,0,0,533122000,174115000,0,0,0,0,955226000,533122000,0,0,0,0,0,0,0,0
5050078386,"ООО ""АРТ СТАЙЛ""",99,584,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,173076000,211467000,0,0,0,0,156194000,173076000,0,0,0,0,161425000,156194000,0,0,0,0,329900000,161425000,0,0,0,0,0,0,0,0
5752039807,"ООО ""АГРО ЦЕНТР - ЛЮКС""",121,459,True,False,False,False,False,False,16057752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,187068000,174570000,0,0,0,0,218381000,187068000,0,0,0,0,211038000,218381000,0,0,0,0,215081000,211038000,0,0,0,0,0,0,0,0
2127006825,"ООО ""ИМЗ ""ЕВРОСТАР""",35,274,True,False,False,False,False,False,1146920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33909000,0,478069000,342148000,2364000,1507000,0,0,0,0,0,0,0,0,0,0,0,0,39886000,0,901127000,650570000,59017000,16820000,0,0,0,0,0,0
6229064887,"АО ""ИНТЕРКРОСС""",148,303,True,False,False,False,False,False,339849600,0.0,0.0,0.0,0.0,0.0,0.0,18222304.34,1743.97,0.0,187375000,0,1253078000,1229020000,99313000,180573000,95829000,0,463097000,1253078000,83807000,99313000,48547000,0,252204000,463097000,-82604000,83807000,40262000,0,276198000,252204000,-106542000,-82604000,0,0,0,0,0,0
7451425915,"ООО ""МЕТАКРОН""",199,258,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18439000,0,76330000,121892000,14368000,7910000,23395000,0,27352000,76330000,3679000,14368000,23363000,0,13188000,27352000,62000,3679000,0,0,16414000,13188000,0,0,0,0,0,0,0,0
6318152197,"АО ""РКС""",150,660,True,False,False,False,False,False,3270412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2861000,0,590105000,380821000,40658000,27035000,6548000,0,736732000,590105000,95628000,41120000,3106000,0,622112000,736732000,34835000,95623000,2512000,0,782020000,622119000,52613000,44369000,0,0,0,0,0,0
7730202820,"ООО ""ПРИОРИТЕТ""",35,625,True,False,False,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4906000,0,467143000,447463000,947000,1532000,6871000,0,434684000,467143000,1301000,947000,21818000,0,480270000,434684000,2060000,1301000,45052000,0,569082000,480270000,1518000,2060000,0,0,0,0,0,0
2901189235,"ООО ""АРХИМЕД""",9,557,True,False,False,False,False,False,1931996730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,684021000,490531000,0,0,0,0,212854000,684021000,0,0,0,0,161280000,212854000,0,0,0,0,256687000,161280000,0,0,0,0,0,0,0,0
6686096520,"ООО ""АДВАНТА-М ЕКАТЕРИНБУРГ""",164,617,True,False,False,False,False,False,129015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,198639000,166253000,0,0,0,0,261882000,198639000,0,0,0,0,319337000,261882000,0,0,0,0,414833000,319337000,0,0,0,0,0,0,0,0
